,State,Station,Year,Ridership
8975,Washington,"Tacoma, Washington",2008-01-01,122118.0
8375,Washington,"Tacoma, Washington",2009-01-01,124291.0
7775,Washington,"Tacoma, Washington",2010-01-01,128674.0
7175,Washington,"Tacoma, Washington",2011-01-01,124252.0
6575,Washington,"Tacoma, Washington",2012-01-01,123063.0
5975,Washington,"Tacoma, Washington",2013-01-01,126027.0
5375,Washington,"Tacoma, Washington",2014-01-01,125984.0
4775,Washington,"Tacoma, Washington",2015-01-01,118223.0
4175,Washington,"Tacoma, Washington",2016-01-01,118832.0
3575,Washington,"Tacoma, Washington",2017-01-01,115530.0
2975,Washington,"Tacoma, Washington",2018-01-01,112421.0
2375,Washington,"Tacoma, Washington",2019-01-01,111243.0
1775,Washington,"Tacoma, Washington",2020-01-01,59143.0
1175,Washington,"Tacoma, Washington",2021-01-01,40060.0
575,Washington,"Tacoma, Washington",2022-01-01,66689.0
10358,Florida,"Tallahassee, Florida",2005-01-01,1216.0
10359,Florida,"Tampa, Florida",2005-01-01,26387.0
9759,Florida,"Tampa, Florida",2006-01-01,30096.0
9159,Florida,"Tampa, Florida",2007-01-01,74984.0
8559,Florida,"Tampa, Florida",2008-01-01,100119.0
7959,Florida,"Tampa, Florida",2009-01-01,110857.0
7359,Florida,"Tampa, Florida",2010-01-01,131054.0
6759,Florida,"Tampa, Florida",2011-01-01,140785.0
6159,Florida,"Tampa, Florida",2012-01-01,150844.0
5559,Florida,"Tampa, Florida",2013-01-01,139412.0
4959,Florida,"Tampa, Florida",2014-01-01,131322.0
4359,Florida,"Tampa, Florida",2015-01-01,120565.0
3759,Florida,"Tampa, Florida",2016-01-01,109456.0
3159,Florida,"Tampa, Florida",2017-01-01,110577.0
2559,Florida,"Tampa, Florida",2018-01-01,108783.0
1959,Florida,"Tampa, Florida",2019-01-01,110309.0
1359,Florida,"Tampa, Florida",2020-01-01,65718.0
759,Florida,"Tampa, Florida",2021-01-01,52376.0
159,Florida,"Tampa, Florida",2022-01-01,110901.0
10716,Texas,"Taylor, Texas",2005-01-01,1880.0
10116,Texas,"Taylor, Texas",2006-01-01,2478.0
9516,Texas,"Taylor, Texas",2007-01-01,3464.0
8916,Texas,"Taylor, Texas",2008-01-01,3981.0
8316,Texas,"Taylor, Texas",2009-01-01,3908.0
7716,Texas,"Taylor, Texas",2010-01-01,4551.0
7116,Texas,"Taylor, Texas",2011-01-01,4752.0
6516,Texas,"Taylor, Texas",2012-01-01,4979.0
5916,Texas,"Taylor, Texas",2013-01-01,5425.0
5316,Texas,"Taylor, Texas",2014-01-01,4797.0
4716,Texas,"Taylor, Texas",2015-01-01,4798.0
4116,Texas,"Taylor, Texas",2016-01-01,5437.0
3516,Texas,"Taylor, Texas",2017-01-01,5484.0
2916,Texas,"Taylor, Texas",2018-01-01,5453.0
2316,Texas,"Taylor, Texas",2019-01-01,4978.0
1716,Texas,"Taylor, Texas",2020-01-01,2988.0
1116,Texas,"Taylor, Texas",2021-01-01,2173.0
516,Texas,"Taylor, Texas",2022-01-01,3570.0
10717,Texas,"Temple, Texas",2005-01-01,5158.0
10117,Texas,"Temple, Texas",2006-01-01,5461.0
9517,Texas,"Temple, Texas",2007-01-01,10349.0
8917,Texas,"Temple, Texas",2008-01-01,12914.0
8317,Texas,"Temple, Texas",2009-01-01,15163.0
7717,Texas,"Temple, Texas",2010-01-01,15426.0
7117,Texas,"Temple, Texas",2011-01-01,16471.0
6517,Texas,"Temple, Texas",2012-01-01,17856.0
5917,Texas,"Temple, Texas",2013-01-01,17690.0
5317,Texas,"Temple, Texas",2014-01-01,15390.0
4717,Texas,"Temple, Texas",2015-01-01,16023.0
4117,Texas,"Temple, Texas",2016-01-01,15535.0
3517,Texas,"Temple, Texas",2017-01-01,16461.0
2917,Texas,"Temple, Texas",2018-01-01,15330.0
2317,Texas,"Temple, Texas",2019-01-01,15371.0
1717,Texas,"Temple, Texas",2020-01-01,8931.0
1117,Texas,"Temple, Texas",2021-01-01,6533.0
517,Texas,"Temple, Texas",2022-01-01,10116.0
10218,Arkansas,"Texarkana, Arkansas",2005-01-01,2983.0
9618,Arkansas,"Texarkana, Arkansas",2006-01-01,3012.0
9018,Arkansas,"Texarkana, Arkansas",2007-01-01,5760.0
8418,Arkansas,"Texarkana, Arkansas",2008-01-01,6972.0
7818,Arkansas,"Texarkana, Arkansas",2009-01-01,6681.0
7218,Arkansas,"Texarkana, Arkansas",2010-01-01,7867.0
6618,Arkansas,"Texarkana, Arkansas",2011-01-01,8646.0
6018,Arkansas,"Texarkana, Arkansas",2012-01-01,8849.0
5418,Arkansas,"Texarkana, Arkansas",2013-01-01,8903.0
4818,Arkansas,"Texarkana, Arkansas",2014-01-01,7853.0
4218,Arkansas,"Texarkana, Arkansas",2015-01-01,6894.0
3618,Arkansas,"Texarkana, Arkansas",2016-01-01,6207.0
3018,Arkansas,"Texarkana, Arkansas",2017-01-01,6231.0
2418,Arkansas,"Texarkana, Arkansas",2018-01-01,6133.0
1818,Arkansas,"Texarkana, Arkansas",2019-01-01,5214.0
1218,Arkansas,"Texarkana, Arkansas",2020-01-01,3420.0
618,Arkansas,"Texarkana, Arkansas",2021-01-01,3135.0
18,Arkansas,"Texarkana, Arkansas",2022-01-01,4814.0
10789,West Virginia,"Thurmond, West Virginia",2005-01-01,60.0
10189,West Virginia,"Thurmond, West Virginia",2006-01-01,85.0
9589,West Virginia,"Thurmond, West Virginia",2007-01-01,372.0
8989,West Virginia,"Thurmond, West Virginia",2008-01-01,405.0
8389,West Virginia,"Thurmond, West Virginia",2009-01-01,277.0
7789,West Virginia,"Thurmond, West Virginia",2010-01-01,230.0
7189,West Virginia,"Thurmond, West Virginia",2011-01-01,254.0
6589,West Virginia,"Thurmond, West Virginia",2012-01-01,264.0
5989,West Virginia,"Thurmond, West Virginia",2013-01-01,563.0
5389,West Virginia,"Thurmond, West Virginia",2014-01-01,390.0
4789,West Virginia,"Thurmond, West Virginia",2015-01-01,295.0
4189,West Virginia,"Thurmond, West Virginia",2016-01-01,293.0
3589,West Virginia,"Thurmond, West Virginia",2017-01-01,345.0
2989,West Virginia,"Thurmond, West Virginia",2018-01-01,285.0
2389,West Virginia,"Thurmond, West Virginia",2019-01-01,364.0
1789,West Virginia,"Thurmond, West Virginia",2020-01-01,220.0
1189,West Virginia,"Thurmond, West Virginia",2021-01-01,364.0
589,West Virginia,"Thurmond, West Virginia",2022-01-01,382.0
9998,New York,"Ticonderoga, New York",2006-01-01,683.0
9398,New York,"Ticonderoga, New York",2007-01-01,1550.0
8798,New York,"Ticonderoga, New York",2008-01-01,1693.0
8198,New York,"Ticonderoga, New York",2009-01-01,1560.0
7598,New York,"Ticonderoga, New York",2010-01-01,1703.0
6998,New York,"Ticonderoga, New York",2011-01-01,1627.0
6398,New York,"Ticonderoga, New York",2012-01-01,1996.0
5798,New York,"Ticonderoga, New York",2013-01-01,2227.0
5198,New York,"Ticonderoga, New York",2014-01-01,2075.0
4598,New York,"Ticonderoga, New York",2015-01-01,2324.0
3998,New York,"Ticonderoga, New York",2016-01-01,2262.0
3398,New York,"Ticonderoga, New York",2017-01-01,1770.0
10369,Georgia,"Toccoa, Georgia",2005-01-01,1586.0
9769,Georgia,"Toccoa, Georgia",2006-01-01,1470.0
9169,Georgia,"Toccoa, Georgia",2007-01-01,2899.0
8569,Georgia,"Toccoa, Georgia",2008-01-01,3278.0
7969,Georgia,"Toccoa, Georgia",2009-01-01,3204.0
7369,Georgia,"Toccoa, Georgia",2010-01-01,3497.0
6769,Georgia,"Toccoa, Georgia",2011-01-01,3826.0
6169,Georgia,"Toccoa, Georgia",2012-01-01,4434.0
5569,Georgia,"Toccoa, Georgia",2013-01-01,4266.0
4969,Georgia,"Toccoa, Georgia",2014-01-01,3021.0
4369,Georgia,"Toccoa, Georgia",2015-01-01,2640.0
3769,Georgia,"Toccoa, Georgia",2016-01-01,2516.0
3169,Georgia,"Toccoa, Georgia",2017-01-01,3407.0
2569,Georgia,"Toccoa, Georgia",2018-01-01,2324.0
1969,Georgia,"Toccoa, Georgia",2019-01-01,2381.0
1369,Georgia,"Toccoa, Georgia",2020-01-01,1375.0
769,Georgia,"Toccoa, Georgia",2021-01-01,875.0
169,Georgia,"Toccoa, Georgia",2022-01-01,1304.0
10637,Ohio,"Toledo, Ohio",2005-01-01,28153.0
10037,Ohio,"Toledo, Ohio",2006-01-01,27925.0
9437,Ohio,"Toledo, Ohio",2007-01-01,49215.0
8837,Ohio,"Toledo, Ohio",2008-01-01,50490.0
8237,Ohio,"Toledo, Ohio",2009-01-01,54488.0
7637,Ohio,"Toledo, Ohio",2010-01-01,65667.0
7037,Ohio,"Toledo, Ohio",2011-01-01,66413.0
6437,Ohio,"Toledo, Ohio",2012-01-01,69275.0
5837,Ohio,"Toledo, Ohio",2013-01-01,68463.0
5237,Ohio,"Toledo, Ohio",2014-01-01,63272.0
4637,Ohio,"Toledo, Ohio",2015-01-01,58592.0
4037,Ohio,"Toledo, Ohio",2016-01-01,55536.0
3437,Ohio,"Toledo, Ohio",2017-01-01,56275.0
2837,Ohio,"Toledo, Ohio",2018-01-01,51400.0
2237,Ohio,"Toledo, Ohio",2019-01-01,50192.0
1637,Ohio,"Toledo, Ohio",2020-01-01,31735.0
1037,Ohio,"Toledo, Ohio",2021-01-01,28045.0
437,Ohio,"Toledo, Ohio",2022-01-01,45212.0
10798,Wisconsin,"Tomah, Wisconsin",2005-01-01,3844.0
10198,Wisconsin,"Tomah, Wisconsin",2006-01-01,4100.0
9598,Wisconsin,"Tomah, Wisconsin",2007-01-01,9477.0
8998,Wisconsin,"Tomah, Wisconsin",2008-01-01,10147.0
8398,Wisconsin,"Tomah, Wisconsin",2009-01-01,10225.0
7798,Wisconsin,"Tomah, Wisconsin",2010-01-01,10892.0
7198,Wisconsin,"Tomah, Wisconsin",2011-01-01,9715.0
6598,Wisconsin,"Tomah, Wisconsin",2012-01-01,10775.0
5998,Wisconsin,"Tomah, Wisconsin",2013-01-01,10805.0
5398,Wisconsin,"Tomah, Wisconsin",2014-01-01,9426.0
4798,Wisconsin,"Tomah, Wisconsin",2015-01-01,10300.0
4198,Wisconsin,"Tomah, Wisconsin",2016-01-01,13083.0
3598,Wisconsin,"Tomah, Wisconsin",2017-01-01,13792.0
2998,Wisconsin,"Tomah, Wisconsin",2018-01-01,12278.0
2398,Wisconsin,"Tomah, Wisconsin",2019-01-01,11394.0
1798,Wisconsin,"Tomah, Wisconsin",2020-01-01,8151.0
1198,Wisconsin,"Tomah, Wisconsin",2021-01-01,6091.0
598,Wisconsin,"Tomah, Wisconsin",2022-01-01,8351.0
10428,Kansas,"Topeka, Kansas",2005-01-01,3080.0
9828,Kansas,"Topeka, Kansas",2006-01-01,3236.0
9228,Kansas,"Topeka, Kansas",2007-01-01,6937.0
8628,Kansas,"Topeka, Kansas",2008-01-01,7554.0
8028,Kansas,"Topeka, Kansas",2009-01-01,7513.0
7428,Kansas,"Topeka, Kansas",2010-01-01,8618.0
6828,Kansas,"Topeka, Kansas",2011-01-01,9760.0
6228,Kansas,"Topeka, Kansas",2012-01-01,10459.0
5628,Kansas,"Topeka, Kansas",2013-01-01,10571.0
5028,Kansas,"Topeka, Kansas",2014-01-01,10048.0
4428,Kansas,"Topeka, Kansas",2015-01-01,10399.0
3828,Kansas,"Topeka, Kansas",2016-01-01,10214.0
3228,Kansas,"Topeka, Kansas",2017-01-01,10084.0
2628,Kansas,"Topeka, Kansas",2018-01-01,9136.0
2028,Kansas,"Topeka, Kansas",2019-01-01,8129.0
1428,Kansas,"Topeka, Kansas",2020-01-01,5380.0
828,Kansas,"Topeka, Kansas",2021-01-01,3435.0
228,Kansas,"Topeka, Kansas",2022-01-01,5576.0
10564,New Jersey,"Trenton, New Jersey",2005-01-01,439730.0
9964,New Jersey,"Trenton, New Jersey",2006-01-01,217747.0
9364,New Jersey,"Trenton, New Jersey",2007-01-01,418112.0
8764,New Jersey,"Trenton, New Jersey",2008-01-01,451090.0
8164,New Jersey,"Trenton, New Jersey",2009-01-01,411869.0
7564,New Jersey,"Trenton, New Jersey",2010-01-01,420533.0
6964,New Jersey,"Trenton, New Jersey",2011-01-01,424068.0
6364,New Jersey,"Trenton, New Jersey",2012-01-01,419446.0
5764,New Jersey,"Trenton, New Jersey",2013-01-01,425075.0
5164,New Jersey,"Trenton, New Jersey",2014-01-01,419477.0
4564,New Jersey,"Trenton, New Jersey",2015-01-01,412267.0
3964,New Jersey,"Trenton, New Jersey",2016-01-01,433918.0
3364,New Jersey,"Trenton, New Jersey",2017-01-01,435900.0
2764,New Jersey,"Trenton, New Jersey",2018-01-01,434489.0
2164,New Jersey,"Trenton, New Jersey",2019-01-01,439564.0
1564,New Jersey,"Trenton, New Jersey",2020-01-01,211156.0
964,New Jersey,"Trenton, New Jersey",2021-01-01,121909.0
364,New Jersey,"Trenton, New Jersey",2022-01-01,254694.0
10316,Colorado,"Trinidad, Colorado",2005-01-01,2197.0
9716,Colorado,"Trinidad, Colorado",2006-01-01,2294.0
9116,Colorado,"Trinidad, Colorado",2007-01-01,3956.0
8516,Colorado,"Trinidad, Colorado",2008-01-01,4628.0
7916,Colorado,"Trinidad, Colorado",2009-01-01,3923.0
7316,Colorado,"Trinidad, Colorado",2010-01-01,4102.0
6716,Colorado,"Trinidad, Colorado",2011-01-01,4535.0
6116,Colorado,"Trinidad, Colorado",2012-01-01,4770.0
5516,Colorado,"Trinidad, Colorado",2013-01-01,4765.0
4916,Colorado,"Trinidad, Colorado",2014-01-01,4592.0
4316,Colorado,"Trinidad, Colorado",2015-01-01,5158.0
3716,Colorado,"Trinidad, Colorado",2016-01-01,5747.0
3116,Colorado,"Trinidad, Colorado",2017-01-01,5415.0
2516,Colorado,"Trinidad, Colorado",2018-01-01,5635.0
1916,Colorado,"Trinidad, Colorado",2019-01-01,6060.0
1316,Colorado,"Trinidad, Colorado",2020-01-01,3859.0
716,Colorado,"Trinidad, Colorado",2021-01-01,3733.0
116,Colorado,"Trinidad, Colorado",2022-01-01,4896.0
4491,Michigan,"Troy, Michigan",2015-01-01,22384.0
3891,Michigan,"Troy, Michigan",2016-01-01,23714.0
3291,Michigan,"Troy, Michigan",2017-01-01,29070.0
2691,Michigan,"Troy, Michigan",2018-01-01,32550.0
2091,Michigan,"Troy, Michigan",2019-01-01,36450.0
1491,Michigan,"Troy, Michigan",2020-01-01,17928.0
891,Michigan,"Troy, Michigan",2021-01-01,10313.0
291,Michigan,"Troy, Michigan",2022-01-01,25769.0
10303,California,"Truckee, California",2005-01-01,2949.0
9703,California,"Truckee, California",2006-01-01,2663.0
9103,California,"Truckee, California",2007-01-01,5815.0
8503,California,"Truckee, California",2008-01-01,7801.0
7903,California,"Truckee, California",2009-01-01,8446.0
7303,California,"Truckee, California",2010-01-01,9139.0
6703,California,"Truckee, California",2011-01-01,8399.0
6103,California,"Truckee, California",2012-01-01,9450.0
5503,California,"Truckee, California",2013-01-01,9855.0
4903,California,"Truckee, California",2014-01-01,10509.0
4303,California,"Truckee, California",2015-01-01,10846.0
3703,California,"Truckee, California",2016-01-01,14675.0
3103,California,"Truckee, California",2017-01-01,14879.0
2503,California,"Truckee, California",2018-01-01,15251.0
1903,California,"Truckee, California",2019-01-01,15104.0
1303,California,"Truckee, California",2020-01-01,9138.0
703,California,"Truckee, California",2021-01-01,5747.0
103,California,"Truckee, California",2022-01-01,9997.0
10209,Arizona,"Tucson, Arizona",2005-01-01,6880.0
9609,Arizona,"Tucson, Arizona",2006-01-01,5807.0
9009,Arizona,"Tucson, Arizona",2007-01-01,13067.0
8409,Arizona,"Tucson, Arizona",2008-01-01,14780.0
7809,Arizona,"Tucson, Arizona",2009-01-01,18031.0
7209,Arizona,"Tucson, Arizona",2010-01-01,21095.0
6609,Arizona,"Tucson, Arizona",2011-01-01,23340.0
6009,Arizona,"Tucson, Arizona",2012-01-01,23896.0
5409,Arizona,"Tucson, Arizona",2013-01-01,25921.0
4809,Arizona,"Tucson, Arizona",2014-01-01,27917.0
4209,Arizona,"Tucson, Arizona",2015-01-01,28682.0
3609,Arizona,"Tucson, Arizona",2016-01-01,27301.0
3009,Arizona,"Tucson, Arizona",2017-01-01,29146.0
2409,Arizona,"Tucson, Arizona",2018-01-01,28183.0
1809,Arizona,"Tucson, Arizona",2019-01-01,25695.0
1209,Arizona,"Tucson, Arizona",2020-01-01,15715.0
609,Arizona,"Tucson, Arizona",2021-01-01,14567.0
9,Arizona,"Tucson, Arizona",2022-01-01,19115.0
10776,Washington,"Tukwila, Washington",2005-01-01,6305.0
10176,Washington,"Tukwila, Washington",2006-01-01,7276.0
9576,Washington,"Tukwila, Washington",2007-01-01,18900.0
8976,Washington,"Tukwila, Washington",2008-01-01,21900.0
8376,Washington,"Tukwila, Washington",2009-01-01,22075.0
7776,Washington,"Tukwila, Washington",2010-01-01,24567.0
7176,Washington,"Tukwila, Washington",2011-01-01,26549.0
6576,Washington,"Tukwila, Washington",2012-01-01,26759.0
5976,Washington,"Tukwila, Washington",2013-01-01,29434.0
5376,Washington,"Tukwila, Washington",2014-01-01,28636.0
4776,Washington,"Tukwila, Washington",2015-01-01,28503.0
4176,Washington,"Tukwila, Washington",2016-01-01,30148.0
3576,Washington,"Tukwila, Washington",2017-01-01,31380.0
2976,Washington,"Tukwila, Washington",2018-01-01,33288.0
2376,Washington,"Tukwila, Washington",2019-01-01,35117.0
1776,Washington,"Tukwila, Washington",2020-01-01,17302.0
1176,Washington,"Tukwila, Washington",2021-01-01,1193.0
576,Washington,"Tukwila, Washington",2022-01-01,23337.0
10304,California,"Turlock-Denair, California",2005-01-01,6579.0
9704,California,"Turlock-Denair, California",2006-01-01,6946.0
9104,California,"Turlock-Denair, California",2007-01-01,15992.0
8504,California,"Turlock-Denair, California",2008-01-01,19434.0
7904,California,"Turlock-Denair, California",2009-01-01,18726.0
7304,California,"Turlock-Denair, California",2010-01-01,21668.0
6704,California,"Turlock-Denair, California",2011-01-01,23454.0
6104,California,"Turlock-Denair, California",2012-01-01,25308.0
5504,California,"Turlock-Denair, California",2013-01-01,28221.0
4904,California,"Turlock-Denair, California",2014-01-01,29197.0
4304,California,"Turlock-Denair, California",2015-01-01,29791.0
3704,California,"Turlock-Denair, California",2016-01-01,29197.0
3104,California,"Turlock-Denair, California",2017-01-01,29924.0
2504,California,"Turlock-Denair, California",2018-01-01,30492.0
1904,California,"Turlock-Denair, California",2019-01-01,32633.0
1304,California,"Turlock-Denair, California",2020-01-01,18729.0
704,California,"Turlock-Denair, California",2021-01-01,12378.0
104,California,"Turlock-Denair, California",2022-01-01,21437.0
10204,Alabama,"Tuscaloosa, Alabama",2005-01-01,4904.0
9604,Alabama,"Tuscaloosa, Alabama",2006-01-01,3603.0
9004,Alabama,"Tuscaloosa, Alabama",2007-01-01,8091.0
8404,Alabama,"Tuscaloosa, Alabama",2008-01-01,10030.0
7804,Alabama,"Tuscaloosa, Alabama",2009-01-01,9635.0
7204,Alabama,"Tuscaloosa, Alabama",2010-01-01,12533.0
6604,Alabama,"Tuscaloosa, Alabama",2011-01-01,12032.0
6004,Alabama,"Tuscaloosa, Alabama",2012-01-01,12290.0
5404,Alabama,"Tuscaloosa, Alabama",2013-01-01,11598.0
4804,Alabama,"Tuscaloosa, Alabama",2014-01-01,11360.0
4204,Alabama,"Tuscaloosa, Alabama",2015-01-01,10922.0
3604,Alabama,"Tuscaloosa, Alabama",2016-01-01,10594.0
3004,Alabama,"Tuscaloosa, Alabama",2017-01-01,10571.0
2404,Alabama,"Tuscaloosa, Alabama",2018-01-01,10228.0
1804,Alabama,"Tuscaloosa, Alabama",2019-01-01,9323.0
1204,Alabama,"Tuscaloosa, Alabama",2020-01-01,4871.0
604,Alabama,"Tuscaloosa, Alabama",2021-01-01,3720.0
4,Alabama,"Tuscaloosa, Alabama",2022-01-01,5389.0
10679,Pennsylvania,"Tyrone, Pennsylvania",2005-01-01,717.0
10079,Pennsylvania,"Tyrone, Pennsylvania",2006-01-01,930.0
9479,Pennsylvania,"Tyrone, Pennsylvania",2007-01-01,2369.0
8879,Pennsylvania,"Tyrone, Pennsylvania",2008-01-01,2985.0
8279,Pennsylvania,"Tyrone, Pennsylvania",2009-01-01,3573.0
7679,Pennsylvania,"Tyrone, Pennsylvania",2010-01-01,3322.0
7079,Pennsylvania,"Tyrone, Pennsylvania",2011-01-01,2923.0
6479,Pennsylvania,"Tyrone, Pennsylvania",2012-01-01,3108.0
5879,Pennsylvania,"Tyrone, Pennsylvania",2013-01-01,3215.0
5279,Pennsylvania,"Tyrone, Pennsylvania",2014-01-01,3346.0
4679,Pennsylvania,"Tyrone, Pennsylvania",2015-01-01,3324.0
4079,Pennsylvania,"Tyrone, Pennsylvania",2016-01-01,3068.0
3479,Pennsylvania,"Tyrone, Pennsylvania",2017-01-01,3050.0
2879,Pennsylvania,"Tyrone, Pennsylvania",2018-01-01,2826.0
2279,Pennsylvania,"Tyrone, Pennsylvania",2019-01-01,2588.0
1679,Pennsylvania,"Tyrone, Pennsylvania",2020-01-01,1500.0
1079,Pennsylvania,"Tyrone, Pennsylvania",2021-01-01,1595.0
479,Pennsylvania,"Tyrone, Pennsylvania",2022-01-01,2371.0
10599,New York,"Utica, New York",2005-01-01,21830.0
9999,New York,"Utica, New York",2006-01-01,22904.0
9399,New York,"Utica, New York",2007-01-01,47767.0
8799,New York,"Utica, New York",2008-01-01,54145.0
8199,New York,"Utica, New York",2009-01-01,56247.0
7599,New York,"Utica, New York",2010-01-01,61108.0
6999,New York,"Utica, New York",2011-01-01,63673.0
6399,New York,"Utica, New York",2012-01-01,65916.0
5799,New York,"Utica, New York",2013-01-01,67213.0
5199,New York,"Utica, New York",2014-01-01,65022.0
4599,New York,"Utica, New York",2015-01-01,61145.0
3999,New York,"Utica, New York",2016-01-01,59170.0
3399,New York,"Utica, New York",2017-01-01,59868.0
2799,New York,"Utica, New York",2018-01-01,60330.0
2199,New York,"Utica, New York",2019-01-01,63968.0
1599,New York,"Utica, New York",2020-01-01,42319.0
999,New York,"Utica, New York",2021-01-01,39834.0
399,New York,"Utica, New York",2022-01-01,61180.0
10305,California,"Van Nuys, California",2005-01-01,30402.0
9705,California,"Van Nuys, California",2006-01-01,36710.0
9105,California,"Van Nuys, California",2007-01-01,70812.0
8505,California,"Van Nuys, California",2008-01-01,73353.0
7905,California,"Van Nuys, California",2009-01-01,67822.0
7305,California,"Van Nuys, California",2010-01-01,70551.0
6705,California,"Van Nuys, California",2011-01-01,74163.0
6105,California,"Van Nuys, California",2012-01-01,73665.0
5505,California,"Van Nuys, California",2013-01-01,75762.0
4905,California,"Van Nuys, California",2014-01-01,79294.0
4305,California,"Van Nuys, California",2015-01-01,80957.0
3705,California,"Van Nuys, California",2016-01-01,80405.0
3105,California,"Van Nuys, California",2017-01-01,82417.0
2505,California,"Van Nuys, California",2018-01-01,74209.0
1905,California,"Van Nuys, California",2019-01-01,67522.0
1305,California,"Van Nuys, California",2020-01-01,34754.0
705,California,"Van Nuys, California",2021-01-01,22171.0
105,California,"Van Nuys, California",2022-01-01,44026.0
10777,Washington,"Vancouver, Washington",2005-01-01,37253.0
10177,Washington,"Vancouver, Washington",2006-01-01,36706.0
9577,Washington,"Vancouver, Washington",2007-01-01,84245.0
8977,Washington,"Vancouver, Washington",2008-01-01,97026.0
8377,Washington,"Vancouver, Washington",2009-01-01,99086.0
7777,Washington,"Vancouver, Washington",2010-01-01,100979.0
7177,Washington,"Vancouver, Washington",2011-01-01,99001.0
6577,Washington,"Vancouver, Washington",2012-01-01,99363.0
5977,Washington,"Vancouver, Washington",2013-01-01,98473.0
5377,Washington,"Vancouver, Washington",2014-01-01,96330.0
4777,Washington,"Vancouver, Washington",2015-01-01,93433.0
4177,Washington,"Vancouver, Washington",2016-01-01,96927.0
3577,Washington,"Vancouver, Washington",2017-01-01,97627.0
2977,Washington,"Vancouver, Washington",2018-01-01,119818.0
2377,Washington,"Vancouver, Washington",2019-01-01,103065.0
1777,Washington,"Vancouver, Washington",2020-01-01,53467.0
1177,Washington,"Vancouver, Washington",2021-01-01,38702.0
577,Washington,"Vancouver, Washington",2022-01-01,73546.0
10306,California,"Ventura, California",2005-01-01,16024.0
9706,California,"Ventura, California",2006-01-01,19070.0
9106,California,"Ventura, California",2007-01-01,42697.0
8506,California,"Ventura, California",2008-01-01,47732.0
7906,California,"Ventura, California",2009-01-01,42618.0
7306,California,"Ventura, California",2010-01-01,45385.0
6706,California,"Ventura, California",2011-01-01,47457.0
6106,California,"Ventura, California",2012-01-01,47482.0
5506,California,"Ventura, California",2013-01-01,55434.0
4906,California,"Ventura, California",2014-01-01,58938.0
4306,California,"Ventura, California",2015-01-01,61812.0
3706,California,"Ventura, California",2016-01-01,65328.0
3106,California,"Ventura, California",2017-01-01,67522.0
2506,California,"Ventura, California",2018-01-01,91741.0
1906,California,"Ventura, California",2019-01-01,83095.0
1306,California,"Ventura, California",2020-01-01,41907.0
706,California,"Ventura, California",2021-01-01,23357.0
106,California,"Ventura, California",2022-01-01,43659.0
10307,California,"Victorville, California",2005-01-01,1848.0
9707,California,"Victorville, California",2006-01-01,2101.0
9107,California,"Victorville, California",2007-01-01,4821.0
8507,California,"Victorville, California",2008-01-01,4904.0
7907,California,"Victorville, California",2009-01-01,5078.0
7307,California,"Victorville, California",2010-01-01,5558.0
6707,California,"Victorville, California",2011-01-01,6488.0
6107,California,"Victorville, California",2012-01-01,6764.0
5507,California,"Victorville, California",2013-01-01,7290.0
4907,California,"Victorville, California",2014-01-01,6692.0
4307,California,"Victorville, California",2015-01-01,7266.0
3707,California,"Victorville, California",2016-01-01,6664.0
3107,California,"Victorville, California",2017-01-01,6292.0
2507,California,"Victorville, California",2018-01-01,5911.0
1907,California,"Victorville, California",2019-01-01,5501.0
1307,California,"Victorville, California",2020-01-01,3680.0
707,California,"Victorville, California",2021-01-01,2584.0
107,California,"Victorville, California",2022-01-01,4554.0
10360,Florida,"Waldo, Florida",2005-01-01,159.0
10330,Connecticut,"Wallingford, Connecticut",2005-01-01,5284.0
9730,Connecticut,"Wallingford, Connecticut",2006-01-01,5228.0
9130,Connecticut,"Wallingford, Connecticut",2007-01-01,13187.0
8530,Connecticut,"Wallingford, Connecticut",2008-01-01,14232.0
7930,Connecticut,"Wallingford, Connecticut",2009-01-01,14867.0
7330,Connecticut,"Wallingford, Connecticut",2010-01-01,15190.0
6730,Connecticut,"Wallingford, Connecticut",2011-01-01,15583.0
6130,Connecticut,"Wallingford, Connecticut",2012-01-01,18148.0
5530,Connecticut,"Wallingford, Connecticut",2013-01-01,17061.0
4930,Connecticut,"Wallingford, Connecticut",2014-01-01,14331.0
4330,Connecticut,"Wallingford, Connecticut",2015-01-01,13245.0
3730,Connecticut,"Wallingford, Connecticut",2016-01-01,9377.0
3130,Connecticut,"Wallingford, Connecticut",2017-01-01,8258.0
2530,Connecticut,"Wallingford, Connecticut",2018-01-01,9555.0
1930,Connecticut,"Wallingford, Connecticut",2019-01-01,9305.0
1330,Connecticut,"Wallingford, Connecticut",2020-01-01,5164.0
730,Connecticut,"Wallingford, Connecticut",2021-01-01,3317.0
130,Connecticut,"Wallingford, Connecticut",2022-01-01,7141.0
10219,Arkansas,"Walnut Ridge, Arkansas",2005-01-01,1343.0
9619,Arkansas,"Walnut Ridge, Arkansas",2006-01-01,1444.0
9019,Arkansas,"Walnut Ridge, Arkansas",2007-01-01,3552.0
8419,Arkansas,"Walnut Ridge, Arkansas",2008-01-01,4057.0
7819,Arkansas,"Walnut Ridge, Arkansas",2009-01-01,3785.0
7219,Arkansas,"Walnut Ridge, Arkansas",2010-01-01,4565.0
6619,Arkansas,"Walnut Ridge, Arkansas",2011-01-01,4311.0
